topic_name,category_name,bundle_id,year,company,industry,country
Energy Management,Energy,29088,2023,Kraft Heinz Co,Processed Foods,United States
Nutrition and wellbeing,Access & affordability,49472,2021,Patties Foods Pty Ltd,Processed Foods,Australia
Labour standards,"Human rights, child labor, forced or compulsory labor",28226,2017,Jungbunzlauer Suisse AG,Processed Foods,Switzerland
Corporate Social Responsibility,Other,58273,2024,Saudia Dairy and Foodstuff Company,Processed Foods,Saudi Arabia
Fish health and welfare,Animal welfare & testing,32250,2018,Bakkafrost P/F,Processed Foods,Faroe Islands
Commodity availability,Other,18735,2021,"General Mills, Inc.",Processed Foods,United States
Responsible Labeling & Marketing,Responsible marketing and labeling,49362,2021,The J.M. Smucker Company,Processed Foods,United States
ethical standards,Other,18281,2021,Associated British Foods PLC,Processed Foods,United Kingdom
Environmental responsibility,Environmental management,35955,2021,Tate & Lyle PLC,Processed Foods,United Kingdom
cocoa farmers living income,Economic performance,52122,2023,Baronie,Processed Foods,Belgium
Socioeconomic Compliance,Other,48864,2021,"Snyder's-Lance, Inc.",Processed Foods,United States
Non-discrimination,"Diversity, equal opportunity and non-discrimination",26021,2022,Tiga Pilar Sejahtera Food Tbk,Processed Foods,Indonesia
Local Communities,Local communities and rights of indigenous peoples,33034,2020,Emmi AG,Processed Foods,Switzerland
Ethics and compliance,Corporate governance,28569,2022,The Hershey Company,Processed Foods,United States
Local Procurement,Supply chain and procurement practices,58273,2024,Saudia Dairy and Foodstuff Company,Processed Foods,Saudi Arabia
human rights,"Human rights, child labor, forced or compulsory labor",34766,2022,Thai President Foods Public Company Limited.,Processed Foods,Thailand
certification,Corporate governance,32252,2020,Bakkafrost P/F,Processed Foods,Faroe Islands
Stakeholder Engagement,Corporate governance,50958,2021,Lancaster Colony Corporation,Processed Foods,United States
Climate Change,Climate change and GHG emissions,33291,2021,Nutreco N.V.,Processed Foods,Netherlands
Prioritising safety,Occupational health and safety,18281,2021,Associated British Foods PLC,Processed Foods,United Kingdom
Diversity and Equal Opportunity,"Diversity, equal opportunity and non-discrimination",25958,2023,Jaya Swarasa Agung TBK PT,Processed Foods,Indonesia
Health and nutrition,Access & affordability,23263,2023,Tiger Brands Ltd,Processed Foods,South Africa
Reducing waste generation,Waste management,18274,2019,Associated British Foods PLC,Processed Foods,United Kingdom
Packaging Footprint,Material use and circular economy,18445,2021,Campbell Soup Company,Processed Foods,United States
Biodiversity,Biodiversity,29632,2022,AAK AB (publ),Processed Foods,Sweden
Climate change,Climate change and GHG emissions,51277,2021,Uni-President Enterprises Corp,Processed Foods,Taiwan
Employee engagement scores,Employee attraction and retention,48883,2023,Bakkafrost P/F,Processed Foods,Faroe Islands
Nutrition,Access & affordability,18275,2020,Associated British Foods PLC,Processed Foods,United Kingdom
Plastics reduction,Material use and circular economy,58198,2024,Kikkoman Corporation,Processed Foods,Japan
Education and responsible marketing,Responsible marketing and labeling,18727,2023,"General Mills, Inc.",Processed Foods,United States
Healthy products,Product quality and safety,52202,2023,Biscuit International,Processed Foods,France
sustainable milk,Material use and circular economy,28225,2018,Emmi Group,Processed Foods,Switzerland
Diversity and Inclusion,"Diversity, equal opportunity and non-discrimination",18444,2020,Campbell Soup Company,Processed Foods,United States
Rights of Indigenous Peoples,Local communities and rights of indigenous peoples,59357,2024,Hochland Polska,Processed Foods,Poland
Home compostable packaging,Material use and circular economy,35064,2021,Modern Milkman Ltd,Processed Foods,United Kingdom
GHG Emissions,Climate change and GHG emissions,51131,2024,SunOpta Inc,Processed Foods,Canada
Inclusive working environment,"Diversity, equal opportunity and non-discrimination",20638,2019,Orkla ASA,Processed Foods,Norway
Responsible Sourcing,Supply chain and procurement practices,33304,2023,Thai Union Group PCL,Processed Foods,Thailand
energy efficiency,Energy,58046,2024,Tiger Brands Ltd,Processed Foods,South Africa
Environmental friendliness of trays,Material use and circular economy,58464,2024,Nippon Flour Mills Co Ltd,Processed Foods,Japan
Public policy,Other,18727,2023,"General Mills, Inc.",Processed Foods,United States
Biodiversity,Biodiversity,51998,2023,Aspire Bakeries,Processed Foods,United States
Environmental compliance,Compliance with laws and regulations,29027,2023,Del Monte Foods Inc,Processed Foods,United States
Equal opportunity training,"Diversity, equal opportunity and non-discrimination",40337,2021,Oriental Food Industries Holdings BHD,Processed Foods,Malaysia
Policy changes,Other,19783,2023,Kerry Group PLC,Processed Foods,Ireland
Community engagement,Local communities and rights of indigenous peoples,45990,2024,Nestle Malaysia Bhd,Processed Foods,Malaysia
Workplace Culture Team Member Engagement,Employee attraction and retention,19848,2022,Lamb Weston Holdings Inc,Processed Foods,United States
Biodiversity,Biodiversity,55764,2022,Tiger Brands Ltd,Processed Foods,South Africa
Sustainable use of water,Water management,21652,2022,Pulmuone Co Ltd,Processed Foods,"Korea, Rep."
Traceability and quality products,Product quality and safety,18990,2022,Bonduelle SCA,Processed Foods,France
Supply of quality protein,Other,34168,2021,Itoham Yonekyu Holdings Inc.,Processed Foods,Japan
Climate and Circularity,Material use and circular economy,47688,2021,Tassal Group Ltd,Processed Foods,Australia
Emission / Air Pollution,Climate change and GHG emissions,50618,2022,Asian Alliance International PCL,Processed Foods,Thailand
Marketing and Labeling,Responsible marketing and labeling,47492,2021,Standard Foods Corp,Processed Foods,Taiwan
Career Management and Training,"Training, education and development",58064,2024,Viciunai Group,Processed Foods,Lithuania
Improving farming,Environmental management,18281,2021,Associated British Foods PLC,Processed Foods,United Kingdom
"Diversity, Inclusion & Belonging","Diversity, equal opportunity and non-discrimination",36660,2024,Kerry Group PLC,Processed Foods,Ireland
Climate Change Adaptation,Risk management,50172,2024,Greenyard NV,Processed Foods,Belgium
Biodiversity,Biodiversity,37053,2023,Hilton Food Group PLC,Processed Foods,United Kingdom
Secured supply of raw materials,Supply chain and procurement practices,28229,2020,Lindt & Sprüngli AG,Processed Foods,Switzerland
Hazardous chemical management,Environmental management,21652,2022,Pulmuone Co Ltd,Processed Foods,"Korea, Rep."
Career development,"Training, education and development",37048,2021,CJ CheilJedang Corporation,Processed Foods,"Korea, Rep."
Children’s rights,"Human rights, child labor, forced or compulsory labor",41196,2021,Unicharm Petcare Corp,Processed Foods,Japan
Environmental responsibility,Environmental management,28740,2022,Orion Corporation,Processed Foods,Finland
Business ethics and culture,Corporate governance,22562,2023,Britannia Industries Ltd,Processed Foods,India
Climate Strategy,Climate change and GHG emissions,57922,2024,Valsoia SpA,Processed Foods,Italy
Health Safety,Occupational health and safety,35059,2021,GloryBee Inc,Processed Foods,United States
Water and marine resources,Environmental management,36204,2024,Cloetta AB,Processed Foods,Sweden
Quality safety,Product quality and safety,18630,2020,Mondelez International Inc,Processed Foods,United States
Reduce food waste,Material use and circular economy,28191,2018,Löfbergs Lila AB,Processed Foods,Sweden
Responsible Marketing,Responsible marketing and labeling,43211,2021,Del Monte Pacific Ltd,Processed Foods,Philippines
ASSOCIATE COMMUNITY,Local communities and rights of indigenous peoples,57968,2024,Utz Brands Inc,Processed Foods,United States
Corporate governance,Corporate governance,35165,2022,Vitasoy International Singapore Pte Ltd.,Processed Foods,Singapore
Supply Chain Management,Supply chain and procurement practices,39277,2024,Zhongxin Fruit and Juice Ltd,Processed Foods,Singapore
Climate Change,Climate change and GHG emissions,58756,2024,Jiujiuwang Food International Ltd,Processed Foods,China
Quality of life,Other,31655,2023,"Nisshin OilliO Group, Ltd.",Processed Foods,Japan
Fair business practices,Corporate governance,31336,2023,Kikkoman Corporation,Processed Foods,Japan
Local Communities,Local communities and rights of indigenous peoples,34765,2021,Thai President Foods Public Company Limited.,Processed Foods,Thailand
Cultural diversity,"Diversity, equal opportunity and non-discrimination",19922,2021,Greencore Group PLC,Processed Foods,Ireland
Economic Performance,Economic performance,53610,2023,Kasih Food Production Company,Processed Foods,Jordan
Fair competition,Anti-competitive behavior,40247,2024,Uni-President Enterprises Corp,Processed Foods,Taiwan
water conservation,Water management,43433,2023,Edita Food Industries SAE,Processed Foods,"Egypt, Arab Rep."
Habitability,Other,41557,2021,Alfesca,Processed Foods,Iceland
Diversity & inclusion,"Diversity, equal opportunity and non-discrimination",28152,2018,Dunkin' Brands,Processed Foods,United States
Animal welfare,Animal welfare & testing,24816,2023,Newlat Food SpA,Processed Foods,Italy
Innovations to achieve NOLA DOLA,Other,41197,2022,Unicharm Petcare Corp,Processed Foods,Japan
Reducing the carbon footprint,Climate change and GHG emissions,53372,2021,Hochland Polska,Processed Foods,Poland
Grievance Mechanism,Corporate governance,48524,2022,Yamazaki Baking Co Ltd,Processed Foods,Japan
GOOD FOOD,Other,29491,2022,McCain Foods,Processed Foods,Canada
Customer data privacy and data security,Data security and customer privacy,43856,2024,Four Seas Mercantile Holdings Ltd,Processed Foods,"Hong Kong SAR, China"
Diverse talent,"Diversity, equal opportunity and non-discrimination",23261,2021,Tiger Brands Ltd,Processed Foods,South Africa
Good corporate governance,Corporate governance,60189,2025,Famous Brands Ltd,Processed Foods,South Africa
Environmental issues supply chain,Environmental management,31653,2021,"Nisshin OilliO Group, Ltd.",Processed Foods,Japan
Use of resources,Environmental management,58756,2024,Jiujiuwang Food International Ltd,Processed Foods,China
Resource use and circular economy,Material use and circular economy,51958,2023,Ardo,Processed Foods,Belgium
usage of natural resources,Environmental management,23116,2021,Universal Robina Corp,Processed Foods,Philippines
Environmental management systems,Environmental management,58464,2024,Nippon Flour Mills Co Ltd,Processed Foods,Japan
Inclusion,"Diversity, equal opportunity and non-discrimination",29491,2022,McCain Foods,Processed Foods,Canada
Waste volumes,Waste management,18870,2019,Cloetta AB,Processed Foods,Sweden
Biodiversity and ecosystems,Biodiversity,60562,2025,pladis,Processed Foods,United Kingdom
Long-term business relationship,Other,52928,2024,Euraco Finefood Pte Ltd,Processed Foods,Singapore
Food safety risks,Product quality and safety,34169,2022,Itoham Yonekyu Holdings Inc.,Processed Foods,Japan
Greenhouse gas emissions,Climate change and GHG emissions,20638,2019,Orkla ASA,Processed Foods,Norway
GHG emission targets,Climate change and GHG emissions,18282,2022,Associated British Foods PLC,Processed Foods,United Kingdom
Board diversity,"Diversity, equal opportunity and non-discrimination",22206,2022,"Hostess Brands, LLC",Processed Foods,United States
Sustainable packaging,Material use and circular economy,51958,2023,Ardo,Processed Foods,Belgium
Personnel development and training,"Training, education and development",34168,2021,Itoham Yonekyu Holdings Inc.,Processed Foods,Japan
Promote resource recycling,Material use and circular economy,23929,2021,Calbee Inc,Processed Foods,Japan
Food service industry,Other,24560,2022,House Foods Group Inc,Processed Foods,Japan
circular economy,Material use and circular economy,28191,2018,Löfbergs Lila AB,Processed Foods,Sweden
Workplace health and safety,Occupational health and safety,58046,2024,Tiger Brands Ltd,Processed Foods,South Africa
Disabilities Person,"Diversity, equal opportunity and non-discrimination",34765,2021,Thai President Foods Public Company Limited.,Processed Foods,Thailand
carbon neutral,Climate change and GHG emissions,53873,2024,MEGGLE GmbH & Co. KG,Processed Foods,Germany
Compliant emission,Climate change and GHG emissions,40246,2023,Uni-President Enterprises Corp,Processed Foods,Taiwan
Child Labor,"Human rights, child labor, forced or compulsory labor",41583,2022,Alliance Select Foods International Inc,Processed Foods,Philippines
Non-discrimination,"Diversity, equal opportunity and non-discrimination",19924,2024,Greencore Group PLC,Processed Foods,Ireland
Energy Management,Energy,23553,2021,Delfi Ltd,Processed Foods,Singapore
